Transaction_ID,Transaction_Date,Transaction_Date_Only,Transaction_Year,Transaction_Month_Number,Transaction_Month_Name,Transaction_Year_Month,Transaction_Amount,Flagged_Fraud_Amount,Fraudulent,Fraud_Probability,Risk_Score,Risk_Score_Band,Prediction_Label,Fraud_Prediction,Fraud_Status,Risk_Level,High_Risk_Flag,Primary_Risk_Reason,Risk_Reasons,Recommended_Action,Merchant_Category,Payment_Method,Device_Type,Location,Transaction_Type,Time_Risk,Keyword_Risk,Is_International,Is_Night,Suspicious_Keyword,High_Amount_Deviation,International_Night,International_Keyword,Behavioral_Risk_Count,Amount_vs_Average_Spend,Transactions_per_Account_Age
T101191,2023-01-08 18:52:00,2023-01-08,2023,1,January,2023-01,69.81,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Grocery,NetBanking,POS,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.916984,0.154605
T101192,2023-02-02 22:32:00,2023-02-02,2023,2,February,2023-02,33.96,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Health,UPI,Mobile,Hyderabad,Domestic,Day,Normal,0,0,No,0,0,0,0,0.224826,0.104963
T101193,2023-06-30 00:55:00,2023-06-30,2023,6,June,2023-06,77.6,0.0,1,0.678876,67.89,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,Night-time transaction,Night-time transaction,Monitor,Food,PayPal,POS,Pune,Domestic,Night,Normal,0,1,No,0,0,0,1,0.246146,0.086993
T101194,2023-05-28 08:12:00,2023-05-28,2023,5,May,2023-05,3.75,0.0,0,0.074782,7.48,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Grocery,UPI,POS,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.009037,0.229675
T101195,2023-03-30 07:37:00,2023-03-30,2023,3,March,2023-03,164.17,0.0,0,0.075537,7.55,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Grocery,PayPal,Mobile,Kolkata,Domestic,Day,Normal,0,0,No,0,0,0,0,0.639914,0.005472
T101196,2023-10-19 20:26:00,2023-10-19,2023,10,October,2023-10,290.42,290.42,0,0.719036,71.9,High Risk,Fraud,1,Predicted Fraud,High,1,International transaction,International transaction | Transaction amount significantly above average,Immediate Review,Grocery,UPI,Desktop,Kolkata,International,Day,Normal,1,0,No,1,0,0,1,4.82265,0.010539
T101197,2023-09-06 07:31:00,2023-09-06,2023,9,September,2023-09,277.59,277.59,0,0.802386,80.24,High Risk,Fraud,1,Predicted Fraud,High,1,Suspicious keyword detected,Suspicious keyword detected | Transaction amount significantly above average,Immediate Review,Food,NetBanking,Mobile,Hyderabad,Domestic,Day,Suspicious Keyword,0,0,Yes,1,0,0,1,2.100409,0.385714
T101198,2023-10-15 01:49:00,2023-10-15,2023,10,October,2023-10,110.79,110.79,0,0.703169,70.32,High Risk,Fraud,1,Predicted Fraud,High,1,Night-time transaction,Night-time transaction,Immediate Review,Health,NetBanking,POS,Mumbai,Domestic,Night,Normal,0,1,No,0,0,0,1,0.618524,0.348548
T101199,2023-03-03 23:32:00,2023-03-03,2023,3,March,2023-03,11.15,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Entertainment,Credit Card,POS,Hyderabad,Domestic,Day,Normal,0,0,No,0,0,0,0,0.034659,0.098628
T101200,2023-09-19 06:52:00,2023-09-19,2023,9,September,2023-09,113.59,0.0,0,0.085972,8.6,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Fashion,PayPal,Desktop,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.868027,0.114936
T101201,2023-06-16 00:32:00,2023-06-16,2023,6,June,2023-06,1.99,0.0,0,0.603377,60.34,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,Night-time transaction,Night-time transaction,Monitor,Food,Credit Card,Mobile,Bengaluru,Domestic,Night,Normal,0,1,No,0,0,0,1,0.015969,0.090782
T101202,2023-07-10 12:35:00,2023-07-10,2023,7,July,2023-07,1.79,0.0,0,0.074456,7.45,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,Debit Card,POS,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,0.011914,0.243304
T101203,2023-03-17 21:12:00,2023-03-17,2023,3,March,2023-03,31.28,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Grocery,NetBanking,Mobile,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.104149,0.037551
T101204,2023-08-24 19:34:00,2023-08-24,2023,8,August,2023-08,53.66,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Health,PayPal,Desktop,Hyderabad,Domestic,Day,Normal,0,0,No,0,0,0,0,0.213453,0.123134
T101205,2023-03-21 05:09:00,2023-03-21,2023,3,March,2023-03,117.72,117.72,0,0.692218,69.22,High Risk,Fraud,1,Predicted Fraud,High,1,Night-time transaction,Night-time transaction,Immediate Review,Entertainment,Credit Card,Desktop,Chennai,Domestic,Night,Normal,0,1,No,0,0,0,1,0.278693,0.118519
T101206,2023-01-15 16:09:00,2023-01-15,2023,1,January,2023-01,91.98,91.98,0,0.695263,69.53,High Risk,Fraud,1,Predicted Fraud,High,1,International transaction,International transaction,Immediate Review,Travel,Credit Card,POS,Kolkata,International,Day,Normal,1,0,No,0,0,0,1,0.261314,0.117192
T101207,2023-01-25 00:22:00,2023-01-25,2023,1,January,2023-01,47.23,47.23,1,0.708428,70.84,High Risk,Fraud,1,Predicted Fraud,High,1,Night-time transaction,Night-time transaction,Immediate Review,Utilities,Debit Card,Desktop,Pune,Domestic,Night,Normal,0,1,No,0,0,0,1,0.140257,0.167038
T101208,2023-10-16 16:26:00,2023-10-16,2023,10,October,2023-10,25.58,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Electronics,Credit Card,POS,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.298205,0.153662
T101209,2023-11-26 03:22:00,2023-11-26,2023,11,November,2023-11,468.12,468.12,0,0.707972,70.8,High Risk,Fraud,1,Predicted Fraud,High,1,Night-time transaction,Night-time transaction | Transaction amount significantly above average,Immediate Review,Utilities,UPI,POS,Delhi,Domestic,Night,Normal,0,1,No,1,0,0,1,12.631409,0.070994
T101210,2024-01-20 22:14:00,2024-01-20,2024,1,January,2024-01,44.44,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Grocery,NetBanking,Desktop,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.170989,0.28215
T101211,2023-05-22 04:20:00,2023-05-22,2023,5,May,2023-05,48.03,0.0,0,0.679403,67.94,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,Night-time transaction,Night-time transaction,Monitor,Travel,Credit Card,Desktop,Chennai,Domestic,Night,Normal,0,1,No,0,0,0,1,1.064967,0.462963
T101212,2023-03-30 15:57:00,2023-03-30,2023,3,March,2023-03,14.29,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Fashion,Credit Card,Mobile,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.075861,0.376543
T101213,2023-08-10 14:48:00,2023-08-10,2023,8,August,2023-08,126.71,126.71,0,0.737066,73.71,High Risk,Fraud,1,Predicted Fraud,High,1,International transaction,International transaction | Transaction amount significantly above average,Immediate Review,Entertainment,Debit Card,Mobile,Pune,International,Day,Normal,1,0,No,1,0,0,1,5.557456,0.088407
T101214,2023-05-20 14:34:00,2023-05-20,2023,5,May,2023-05,94.65,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Entertainment,UPI,POS,Hyderabad,Domestic,Day,Normal,0,0,No,0,0,0,0,0.979408,0.097599
T101215,2023-01-03 22:03:00,2023-01-03,2023,1,January,2023-01,19.96,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Grocery,Credit Card,Mobile,Hyderabad,Domestic,Day,Normal,0,0,No,0,0,0,0,0.311486,0.247074
T101216,2023-10-24 09:09:00,2023-10-24,2023,10,October,2023-10,6.88,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,NetBanking,POS,Kolkata,Domestic,Day,Normal,0,0,No,0,0,0,0,0.017094,0.098352
T101217,2023-07-23 14:32:00,2023-07-23,2023,7,July,2023-07,91.28,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,NetBanking,Desktop,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.508241,0.388521
T101218,2023-12-04 10:57:00,2023-12-04,2023,12,December,2023-12,85.02,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Entertainment,Credit Card,Desktop,Mumbai,Domestic,Day,Normal,0,0,No,0,0,0,0,1.748304,0.139826
T101219,2023-03-18 03:23:00,2023-03-18,2023,3,March,2023-03,25.53,0.0,0,0.68677,68.68,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,Night-time transaction,Night-time transaction,Monitor,Travel,UPI,Mobile,Chennai,Domestic,Night,Normal,0,1,No,0,0,0,1,0.18224,0.040498
T101220,2023-05-28 15:23:00,2023-05-28,2023,5,May,2023-05,241.05,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Grocery,NetBanking,POS,Mumbai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.699547,0.151351
T101221,2023-12-20 06:57:00,2023-12-20,2023,12,December,2023-12,13.1,0.0,0,0.085225,8.52,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Food,NetBanking,POS,Mumbai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.0349,0.064601
T101222,2023-10-28 20:11:00,2023-10-28,2023,10,October,2023-10,45.3,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Health,UPI,Mobile,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.659101,0.176781
T101223,2023-10-14 21:42:00,2023-10-14,2023,10,October,2023-10,230.05,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Travel,UPI,POS,Kolkata,Domestic,Day,Normal,0,0,No,0,0,0,0,0.587612,0.003344
T101224,2024-02-20 17:18:00,2024-02-20,2024,2,February,2024-02,43.54,43.54,0,0.800045,80.0,High Risk,Fraud,1,Predicted Fraud,High,1,Suspicious keyword detected,Suspicious keyword detected,Immediate Review,Health,Credit Card,POS,Delhi,Domestic,Day,Suspicious Keyword,0,0,Yes,0,0,0,1,0.22728,0.050327
T101225,2023-09-19 16:57:00,2023-09-19,2023,9,September,2023-09,81.41,81.41,1,0.708513,70.85,High Risk,Fraud,1,Predicted Fraud,High,1,International transaction,International transaction,Immediate Review,Food,PayPal,Desktop,Delhi,International,Day,Normal,1,0,No,0,0,0,1,0.237416,0.691176
T101226,2023-07-18 04:42:00,2023-07-18,2023,7,July,2023-07,40.55,40.55,0,0.6978,69.78,High Risk,Fraud,1,Predicted Fraud,High,1,Night-time transaction,Night-time transaction,Immediate Review,Food,Debit Card,POS,Pune,Domestic,Night,Normal,0,1,No,0,0,0,1,0.119602,0.113492
T101227,2023-10-16 00:42:00,2023-10-16,2023,10,October,2023-10,25.64,25.64,0,0.843268,84.33,High Risk,Fraud,1,Predicted Fraud,High,1,Multiple behavioral risk indicators,Night-time transaction | Suspicious keyword detected | Multiple behavioral risk indicators,Immediate Review,Health,PayPal,POS,Kolkata,Domestic,Night,Suspicious Keyword,0,1,Yes,0,0,0,2,0.064283,0.054693
T101228,2023-06-16 09:09:00,2023-06-16,2023,6,June,2023-06,330.7,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Travel,PayPal,POS,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.940504,0.024189
T101229,2023-01-31 17:35:00,2023-01-31,2023,1,January,2023-01,42.12,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Health,NetBanking,Mobile,Mumbai,Domestic,Day,Normal,0,0,No,0,0,0,0,1.449914,0.118881
T101230,2023-01-01 18:56:00,2023-01-01,2023,1,January,2023-01,179.62,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Health,UPI,Mobile,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.678964,0.160279
T101231,2024-01-01 05:45:00,2024-01-01,2024,1,January,2024-01,20.9,20.9,1,0.851117,85.11,High Risk,Fraud,1,Predicted Fraud,High,1,Multiple behavioral risk indicators,Night-time transaction | Suspicious keyword detected | Multiple behavioral risk indicators,Immediate Review,Electronics,NetBanking,Mobile,Kolkata,Domestic,Night,Suspicious Keyword,0,1,Yes,0,0,0,2,0.22859,0.2557
T101232,2023-06-14 10:00:00,2023-06-14,2023,6,June,2023-06,19.17,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Travel,Debit Card,POS,Mumbai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.039503,1.0625
T101233,2023-04-13 01:27:00,2023-04-13,2023,4,April,2023-04,2.53,0.0,0,0.640726,64.07,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,Night-time transaction,Night-time transaction,Monitor,Utilities,Credit Card,POS,Delhi,Domestic,Night,Normal,0,1,No,0,0,0,1,0.018691,0.108291
T101234,2023-01-31 10:54:00,2023-01-31,2023,1,January,2023-01,84.37,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,Debit Card,Mobile,Mumbai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.390873,0.106754
T101235,2023-02-14 15:40:00,2023-02-14,2023,2,February,2023-02,36.78,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Electronics,NetBanking,Mobile,Hyderabad,Domestic,Day,Normal,0,0,No,0,0,0,0,0.345742,0.097547
T101236,2023-08-14 04:39:00,2023-08-14,2023,8,August,2023-08,159.82,159.82,0,0.704342,70.43,High Risk,Fraud,1,Predicted Fraud,High,1,Night-time transaction,Night-time transaction | Transaction amount significantly above average,Immediate Review,Grocery,NetBanking,POS,Hyderabad,Domestic,Night,Normal,0,1,No,1,0,0,1,2.104279,0.074344
T101237,2023-06-25 12:25:00,2023-06-25,2023,6,June,2023-06,51.28,51.28,0,0.706355,70.64,High Risk,Fraud,1,Predicted Fraud,High,1,International transaction,International transaction,Immediate Review,Entertainment,NetBanking,POS,Bengaluru,International,Day,Normal,1,0,No,0,0,0,1,0.168429,1.580645
T101238,2023-05-13 16:32:00,2023-05-13,2023,5,May,2023-05,275.85,0.0,0,0.072896,7.29,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,NetBanking,Desktop,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,1.096122,0.309237
T101239,2023-12-08 05:19:00,2023-12-08,2023,12,December,2023-12,16.42,16.42,0,0.769604,76.96,High Risk,Fraud,1,Predicted Fraud,High,1,International + night-time,International transaction | Night-time transaction | International + night-time pattern | Multiple behavioral risk indicators,Immediate Review,Health,PayPal,Mobile,Mumbai,International,Night,Normal,1,1,No,0,1,0,2,0.084823,0.060606
T101240,2023-06-07 23:05:00,2023-06-07,2023,6,June,2023-06,162.37,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,High transaction amount deviation,Transaction amount significantly above average,Normal,Grocery,Credit Card,POS,Hyderabad,Domestic,Day,Normal,0,0,No,1,0,0,0,3.130929,0.06568
T101241,2023-09-21 05:05:00,2023-09-21,2023,9,September,2023-09,119.9,119.9,0,0.703674,70.37,High Risk,Fraud,1,Predicted Fraud,High,1,Night-time transaction,Night-time transaction,Immediate Review,Utilities,PayPal,Mobile,Chennai,Domestic,Night,Normal,0,1,No,0,0,0,1,0.323512,0.117932
T101242,2024-01-12 06:47:00,2024-01-12,2024,1,January,2024-01,117.9,0.0,0,0.084303,8.43,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,High transaction amount deviation,Transaction amount significantly above average,Normal,Travel,NetBanking,Mobile,Kolkata,Domestic,Day,Normal,0,0,No,1,0,0,0,9.160839,0.176147
T101243,2023-04-06 11:21:00,2023-04-06,2023,4,April,2023-04,149.03,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Health,UPI,Mobile,Kolkata,Domestic,Day,Normal,0,0,No,0,0,0,0,0.636201,0.220149
T101244,2023-10-16 13:47:00,2023-10-16,2023,10,October,2023-10,114.51,114.51,1,0.835812,83.58,High Risk,Fraud,1,Predicted Fraud,High,1,International + suspicious keyword,International transaction | Suspicious keyword detected | International + suspicious keyword pattern | Multiple behavioral risk indicators,Immediate Review,Entertainment,PayPal,Desktop,Hyderabad,International,Day,Suspicious Keyword,1,0,Yes,0,0,1,2,0.357888,0.068657
T101245,2023-06-27 11:56:00,2023-06-27,2023,6,June,2023-06,78.73,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Grocery,NetBanking,POS,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.356164,0.39627
T101246,2023-09-30 18:21:00,2023-09-30,2023,9,September,2023-09,11.26,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,NetBanking,POS,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.156737,0.01669
T101247,2023-09-09 02:15:00,2023-09-09,2023,9,September,2023-09,2.65,0.0,0,0.589243,58.92,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,Night-time transaction,Night-time transaction,Monitor,Utilities,Credit Card,Mobile,Hyderabad,Domestic,Night,Normal,0,1,No,0,0,0,1,0.006772,0.066109
T101248,2023-03-25 05:55:00,2023-03-25,2023,3,March,2023-03,202.91,0.0,0,0.689938,68.99,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,Night-time transaction,Night-time transaction,Monitor,Fashion,Debit Card,POS,Pune,Domestic,Night,Normal,0,1,No,0,0,0,1,1.202572,0.116438
T101249,2023-08-04 21:21:00,2023-08-04,2023,8,August,2023-08,76.7,0.0,0,0.074456,7.45,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,PayPal,Desktop,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,1.008812,0.220859
T101250,2023-01-11 09:41:00,2023-01-11,2023,1,January,2023-01,127.38,127.38,1,0.817797,81.78,High Risk,Fraud,1,Predicted Fraud,High,1,Suspicious keyword detected,Suspicious keyword detected,Immediate Review,Food,PayPal,Mobile,Chennai,Domestic,Day,Suspicious Keyword,0,0,Yes,0,0,0,1,0.455531,0.00534
T101251,2023-11-25 06:54:00,2023-11-25,2023,11,November,2023-11,52.55,0.0,0,0.088942,8.89,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,High transaction amount deviation,Transaction amount significantly above average,Normal,Health,PayPal,Desktop,Kolkata,Domestic,Day,Normal,0,0,No,1,0,0,0,2.71016,0.04058
T101252,2023-09-09 02:12:00,2023-09-09,2023,9,September,2023-09,9.98,0.0,0,0.688907,68.89,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,Night-time transaction,Night-time transaction,Monitor,Entertainment,NetBanking,Desktop,Pune,Domestic,Night,Normal,0,1,No,0,0,0,1,0.059127,0.059214
T101253,2023-02-21 03:59:00,2023-02-21,2023,2,February,2023-02,10.7,0.0,0,0.675378,67.54,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,Night-time transaction,Night-time transaction,Monitor,Food,Credit Card,POS,Mumbai,Domestic,Night,Normal,0,1,No,0,0,0,1,0.028321,0.064131
T101254,2023-05-25 12:24:00,2023-05-25,2023,5,May,2023-05,92.56,92.56,0,0.789018,78.9,High Risk,Fraud,1,Predicted Fraud,High,1,Suspicious keyword detected,Suspicious keyword detected,Immediate Review,Electronics,NetBanking,POS,Pune,Domestic,Day,Suspicious Keyword,0,0,Yes,0,0,0,1,0.202436,0.096164
T101255,2023-01-02 14:12:00,2023-01-02,2023,1,January,2023-01,45.01,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Grocery,NetBanking,Desktop,Hyderabad,Domestic,Day,Normal,0,0,No,0,0,0,0,0.150058,0.170732
T101256,2023-07-22 20:48:00,2023-07-22,2023,7,July,2023-07,17.9,17.9,0,0.800489,80.05,High Risk,Fraud,1,Predicted Fraud,High,1,Suspicious keyword detected,Suspicious keyword detected,Immediate Review,Utilities,UPI,POS,Pune,Domestic,Day,Suspicious Keyword,0,0,Yes,0,0,0,1,0.153477,0.152015
T101257,2023-11-03 11:34:00,2023-11-03,2023,11,November,2023-11,54.12,0.0,0,0.074456,7.45,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Electronics,Credit Card,Desktop,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,0.459423,0.239521
T101258,2023-01-01 14:42:00,2023-01-01,2023,1,January,2023-01,5.31,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Entertainment,PayPal,Desktop,Hyderabad,Domestic,Day,Normal,0,0,No,0,0,0,0,0.017359,0.139222
T101259,2023-05-29 08:12:00,2023-05-29,2023,5,May,2023-05,69.78,0.0,0,0.075537,7.55,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Health,Debit Card,Mobile,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.333381,0.002664
T101260,2023-07-20 17:18:00,2023-07-20,2023,7,July,2023-07,25.07,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Food,PayPal,Desktop,Mumbai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.258827,0.082883
T101261,2023-05-03 21:57:00,2023-05-03,2023,5,May,2023-05,127.78,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Food,NetBanking,Desktop,Kolkata,Domestic,Day,Normal,0,0,No,0,0,0,0,0.322824,0.224771
T101262,2023-08-15 19:14:00,2023-08-15,2023,8,August,2023-08,29.73,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Grocery,Credit Card,POS,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.274972,0.072238
T101263,2023-12-10 09:40:00,2023-12-10,2023,12,December,2023-12,48.59,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Health,Credit Card,Mobile,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.289916,0.002186
T101264,2023-06-27 02:17:00,2023-06-27,2023,6,June,2023-06,0.94,0.0,0,0.60598,60.6,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,Night-time transaction,Night-time transaction,Monitor,Utilities,Credit Card,POS,Chennai,Domestic,Night,Normal,0,1,No,0,0,0,1,0.023441,0.061425
T101265,2023-01-12 11:49:00,2023-01-12,2023,1,January,2023-01,6.02,0.0,0,0.072896,7.29,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Fashion,UPI,Mobile,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.017022,0.002008
T101266,2023-09-01 06:29:00,2023-09-01,2023,9,September,2023-09,39.87,0.0,0,0.084683,8.47,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Fashion,PayPal,POS,Kolkata,Domestic,Day,Normal,0,0,No,0,0,0,0,0.275174,0.218404
T101267,2023-12-31 05:45:00,2023-12-31,2023,12,December,2023-12,52.3,52.3,0,0.691208,69.12,High Risk,Fraud,1,Predicted Fraud,High,1,Night-time transaction,Night-time transaction,Immediate Review,Grocery,UPI,Desktop,Kolkata,Domestic,Night,Normal,0,1,No,0,0,0,1,0.421434,0.164868
T101268,2023-03-20 21:09:00,2023-03-20,2023,3,March,2023-03,73.31,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Health,Debit Card,Mobile,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.462086,0.050975
T101269,2023-01-07 11:03:00,2023-01-07,2023,1,January,2023-01,27.59,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Grocery,NetBanking,Mobile,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.062945,0.042645
T101270,2023-01-28 17:36:00,2023-01-28,2023,1,January,2023-01,94.99,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Health,UPI,Mobile,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.360042,4.925
T101271,2023-05-23 17:28:00,2023-05-23,2023,5,May,2023-05,157.36,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Entertainment,UPI,Mobile,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,1.801282,0.022727
T101272,2023-07-27 20:15:00,2023-07-27,2023,7,July,2023-07,121.08,0.0,0,0.072677,7.27,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Entertainment,NetBanking,POS,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,0.31086,0.251381
