Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Merchant_Category,Payment_Method,Device_Type,Location,Is_International,Previous_Transactions,Average_Spend,Account_Age_Days,Suspicious_Keyword,Fraudulent,Transaction_Hour,Transaction_Day,Transaction_Month,Day_of_Week,Is_Weekend,Amount_vs_Average_Spend,Transactions_per_Account_Age
T101285,CUST3717,2023-01-03 12:08:00,58.34,Electronics,NetBanking,Desktop,Mumbai,0,133,366.38,1848,No,0,12,3,1,Tuesday,0,0.15923358261913861,0.07196969696969698
T101286,CUST9266,2023-10-16 22:35:00,7.36,Electronics,Credit Card,Mobile,Chennai,0,16,391.1,807,No,0,22,16,10,Monday,0,0.018818716440807976,0.01982651796778191
T101287,CUST2764,2023-02-25 12:47:00,34.54,Electronics,NetBanking,Mobile,Delhi,0,42,427.89,1716,No,0,12,25,2,Saturday,1,0.08072168080581459,0.024475524475524476
T101288,CUST9529,2023-06-06 07:00:00,2.7,Entertainment,Debit Card,POS,Mumbai,0,169,157.71,690,No,0,7,6,6,Tuesday,0,0.017120030435609664,0.24492753623188407
T101289,CUST9375,2023-02-10 10:28:00,6.55,Travel,UPI,POS,Chennai,0,30,260.24,1271,No,0,10,10,2,Friday,0,0.025169074700276666,0.023603461841070025
T101290,CUST2532,2023-06-25 21:14:00,40.46,Utilities,PayPal,Desktop,Pune,0,26,430.18,1482,No,0,21,25,6,Sunday,1,0.0940536519596448,0.017543859649122806
T101291,CUST6010,2023-11-21 01:57:00,11.39,Grocery,NetBanking,Desktop,Kolkata,0,177,433.72,1691,No,1,1,21,11,Tuesday,0,0.026261182329613574,0.10467179183914843
T101292,CUST2503,2024-02-07 13:49:00,67.06,Food,NetBanking,Mobile,Hyderabad,0,31,22.59,32,No,0,13,7,2,Wednesday,0,2.9685701637892876,0.96875
T101293,CUST1789,2023-05-28 18:15:00,93.56,Grocery,UPI,POS,Mumbai,0,50,338.75,1240,No,0,18,28,5,Sunday,1,0.2761918819188192,0.04032258064516129
T101294,CUST6579,2023-11-20 11:32:00,128.99,Travel,PayPal,Desktop,Chennai,0,143,304.83,72,No,0,11,20,11,Monday,0,0.4231538890529148,1.9861111111111112
T101295,CUST9393,2023-07-29 00:45:00,17.87,Electronics,NetBanking,Desktop,Delhi,0,52,50.84,1664,No,0,0,29,7,Saturday,1,0.3514948859166011,0.03125
T101296,CUST7126,2023-02-12 22:20:00,14.66,Travel,NetBanking,Mobile,Hyderabad,0,166,465.77,804,No,0,22,12,2,Sunday,1,0.03147476222169741,0.2064676616915423
T101297,CUST8383,2023-02-13 02:16:00,8.84,Fashion,Debit Card,Mobile,Mumbai,0,38,228.23,1464,No,1,2,13,2,Monday,0,0.038732857205450645,0.025956284153005466
T101298,CUST9587,2023-04-06 14:15:00,80.94,Fashion,Debit Card,Mobile,Delhi,0,188,340.39,1243,No,0,14,6,4,Thursday,0,0.23778606892094362,0.1512469831053902
T101299,CUST9969,2023-07-02 14:17:00,98.06,Utilities,Credit Card,Mobile,Kolkata,0,20,442.57,71,No,0,14,2,7,Sunday,1,0.22156946923650497,0.28169014084507044
T101300,CUST3987,2023-03-24 14:03:00,2.57,Entertainment,UPI,Desktop,Hyderabad,0,99,73.76,1150,No,0,14,24,3,Friday,0,0.03484273318872017,0.08608695652173913
T101301,CUST4295,2023-05-30 17:25:00,220.18,Grocery,PayPal,POS,Bengaluru,0,44,429.36,1825,No,0,17,30,5,Tuesday,0,0.5128097633687348,0.02410958904109589
T101302,CUST2291,2023-03-01 05:52:00,4.27,Grocery,NetBanking,POS,Delhi,0,111,364.91,759,No,0,5,1,3,Wednesday,0,0.011701515442163819,0.14624505928853754
T101303,CUST5651,2023-07-30 15:48:00,62.35,Food,NetBanking,Mobile,Bengaluru,0,89,421.4,677,No,0,15,30,7,Sunday,1,0.14795918367346939,0.13146233382570163
T101304,CUST6723,2023-12-07 18:42:00,98.77,Entertainment,Credit Card,Mobile,Pune,0,63,252.47,1905,No,0,18,7,12,Thursday,0,0.39121479779775814,0.03307086614173228
T101305,CUST5630,2023-06-09 11:14:00,163.82,Food,NetBanking,Desktop,Mumbai,0,118,26.41,686,No,0,11,9,6,Friday,0,6.202953426732298,0.17201166180758018
T101306,CUST4121,2023-08-28 21:36:00,100.17,Fashion,UPI,Mobile,Kolkata,0,178,338.55,1570,No,0,21,28,8,Monday,0,0.29587948604342046,0.11337579617834395
T101307,CUST8179,2023-06-06 23:40:00,129.45,Electronics,Credit Card,POS,Chennai,0,150,193.52,910,No,0,23,6,6,Tuesday,0,0.6689231087226125,0.16483516483516483
T101308,CUST8267,2023-07-28 07:01:00,33.17,Travel,UPI,Mobile,Mumbai,0,72,207.18,1958,No,0,7,28,7,Friday,0,0.1601023264793899,0.03677221654749745
T101309,CUST8204,2023-05-23 16:28:00,134.92,Food,Credit Card,POS,Delhi,0,54,226.22,1189,No,0,16,23,5,Tuesday,0,0.5964105737777384,0.045416316232127836
T101310,CUST8535,2023-11-07 14:31:00,6.68,Health,NetBanking,Mobile,Bengaluru,0,137,251.53,539,No,0,14,7,11,Tuesday,0,0.02655746829404047,0.2541743970315399
T101311,CUST3363,2023-01-09 08:23:00,180.16,Food,Credit Card,Mobile,Bengaluru,0,143,334.35,1572,No,0,8,9,1,Monday,0,0.5388365485269926,0.09096692111959287
T101312,CUST9110,2024-01-15 19:22:00,63.45,Electronics,Debit Card,POS,Hyderabad,0,48,366.12,66,No,0,19,15,1,Monday,0,0.1733038348082596,0.7272727272727273
T101313,CUST2152,2024-02-06 18:44:00,135.99,Electronics,PayPal,Desktop,Mumbai,0,148,390.65,852,No,0,18,6,2,Tuesday,0,0.3481121208242673,0.17370892018779344
T101314,CUST6082,2023-11-17 02:37:00,48.16,Grocery,NetBanking,Desktop,Mumbai,0,163,339.09,608,No,0,2,17,11,Friday,0,0.14202719042142203,0.2680921052631579
T101315,CUST3892,2023-12-08 23:04:00,82.53,Travel,PayPal,Mobile,Delhi,0,101,403.7,1957,No,0,23,8,12,Friday,0,0.20443398563289572,0.0516096065406234
T101316,CUST2327,2023-05-23 12:43:00,59.79,Electronics,NetBanking,Mobile,Bengaluru,0,195,69.85,866,No,0,12,23,5,Tuesday,0,0.8559770937723694,0.2251732101616628
T101317,CUST7226,2023-05-12 03:28:00,105.22,Entertainment,PayPal,POS,Delhi,1,60,420.04,546,No,0,3,12,5,Friday,0,0.25049995238548706,0.10989010989010989
T101318,CUST1296,2023-05-05 06:44:00,6.81,Food,Debit Card,POS,Delhi,0,98,199.77,814,No,0,6,5,5,Friday,0,0.034089202582970414,0.12039312039312039
T101319,CUST4165,2023-03-17 04:18:00,4.98,Food,PayPal,Mobile,Pune,0,162,269.1,1050,No,0,4,17,3,Friday,0,0.01850613154960981,0.15428571428571428
T101320,CUST9594,2023-03-01 07:16:00,22.71,Fashion,Credit Card,POS,Bengaluru,0,100,222.55,908,No,0,7,1,3,Wednesday,0,0.10204448438553133,0.11013215859030837
T101321,CUST1396,2023-06-16 10:27:00,13.9,Electronics,PayPal,Desktop,Delhi,0,99,243.1,1111,No,0,10,16,6,Friday,0,0.057178116001645414,0.0891089108910891
T101322,CUST6239,2023-07-11 09:37:00,164.32,Health,NetBanking,Desktop,Bengaluru,0,73,149.86,988,No,0,9,11,7,Tuesday,0,1.0964900573868943,0.07388663967611336
T101323,CUST1524,2023-06-26 10:30:00,19.8,Grocery,UPI,POS,Delhi,0,119,93.28,184,No,0,10,26,6,Monday,0,0.21226415094339623,0.6467391304347826
T101324,CUST8589,2023-03-13 05:08:00,297.93,Travel,PayPal,POS,Chennai,1,182,61.4,1925,No,0,5,13,3,Monday,0,4.85228013029316,0.09454545454545454
T101325,CUST2168,2024-01-04 10:23:00,32.87,Health,PayPal,POS,Delhi,0,128,231.19,142,No,0,10,4,1,Thursday,0,0.14217742981962886,0.9014084507042254
T101326,CUST7246,2023-08-13 20:10:00,16.08,Grocery,PayPal,Desktop,Delhi,1,140,71.38,1513,No,0,20,13,8,Sunday,1,0.22527318576632108,0.09253139458030403
T101327,CUST7574,2023-05-24 13:50:00,124.74,Food,NetBanking,Mobile,Kolkata,0,88,130.04,1657,No,0,13,24,5,Wednesday,0,0.9592433097508459,0.053108026554013275
T101328,CUST5171,2023-12-28 00:25:00,86.0,Health,PayPal,POS,Chennai,0,105,75.47,865,No,0,0,28,12,Thursday,0,1.1395256393268849,0.12138728323699421
T101329,CUST5800,2023-05-29 10:46:00,55.16,Grocery,NetBanking,POS,Mumbai,0,19,63.47,1809,No,0,10,29,5,Monday,0,0.869072002520876,0.010503040353786623
T101330,CUST5814,2023-11-29 21:51:00,64.84,Food,NetBanking,POS,Bengaluru,0,80,442.41,1849,No,0,21,29,11,Wednesday,0,0.14656088243936619,0.04326663061114116
T101331,CUST3298,2023-10-02 23:53:00,101.61,Food,UPI,Mobile,Kolkata,0,26,340.27,630,No,0,23,2,10,Monday,0,0.2986158050959532,0.04126984126984127
T101332,CUST2996,2023-10-28 06:26:00,20.75,Food,Credit Card,POS,Hyderabad,1,151,462.64,471,No,0,6,28,10,Saturday,1,0.04485128825868926,0.3205944798301486
T101333,CUST6273,2023-12-24 15:10:00,448.69,Food,NetBanking,POS,Chennai,0,121,325.57,1743,No,0,15,24,12,Sunday,1,1.3781675215775409,0.06942053930005737
T101334,CUST7711,2023-02-08 05:10:00,294.45,Entertainment,Debit Card,Desktop,Kolkata,0,33,423.54,257,No,1,5,8,2,Wednesday,0,0.6952117863720073,0.12840466926070038
T101335,CUST8368,2023-12-08 14:47:00,84.06,Food,PayPal,POS,Mumbai,0,106,282.1,903,No,0,14,8,12,Friday,0,0.29797943991492376,0.11738648947951273
T101336,CUST8568,2023-12-13 11:56:00,17.81,Fashion,Debit Card,Desktop,Delhi,0,185,236.69,1632,No,0,11,13,12,Wednesday,0,0.07524610249693692,0.1133578431372549
T101337,CUST6162,2023-05-25 13:47:00,91.21,Health,PayPal,Mobile,Pune,0,30,268.95,1175,No,0,13,25,5,Thursday,0,0.3391336679680238,0.02553191489361702
T101338,CUST5702,2023-09-19 04:56:00,5.99,Grocery,UPI,POS,Mumbai,0,151,166.91,700,No,0,4,19,9,Tuesday,0,0.0358876040980169,0.21571428571428572
T101339,CUST7221,2023-11-13 12:53:00,2.49,Fashion,NetBanking,POS,Chennai,0,126,332.41,1410,No,0,12,13,11,Monday,0,0.007490749375770885,0.08936170212765958
T101340,CUST2064,2023-09-28 23:54:00,23.84,Entertainment,Credit Card,Desktop,Pune,0,36,449.62,1321,No,0,23,28,9,Thursday,0,0.05302255237756327,0.02725208175624527
T101341,CUST8661,2023-05-25 23:33:00,49.68,Utilities,NetBanking,Mobile,Delhi,0,125,393.35,724,No,0,23,25,5,Thursday,0,0.1262997330621584,0.17265193370165746
T101342,CUST4791,2023-02-09 03:56:00,162.16,Utilities,PayPal,Mobile,Mumbai,0,124,236.38,1538,No,0,3,9,2,Thursday,0,0.6860140451814875,0.08062418725617686
T101343,CUST6663,2023-11-18 06:17:00,103.91,Fashion,Credit Card,Desktop,Hyderabad,0,171,477.42,898,No,0,6,18,11,Saturday,1,0.21764903020401322,0.19042316258351893
T101344,CUST4792,2024-02-19 14:26:00,108.6,Electronics,NetBanking,Mobile,Bengaluru,0,194,492.86,1057,No,0,14,19,2,Monday,0,0.2203465487156596,0.18353831598864712
T101345,CUST9365,2023-08-29 01:42:00,44.34,Electronics,Credit Card,Mobile,Bengaluru,0,181,251.62,1531,No,0,1,29,8,Tuesday,0,0.17621810666878626,0.11822338340953625
T101346,CUST7480,2023-06-09 01:03:00,33.96,Electronics,PayPal,Mobile,Chennai,1,118,433.67,150,No,0,1,9,6,Friday,0,0.07830839117301173,0.7866666666666666
T101347,CUST2147,2023-07-20 19:12:00,37.09,Travel,UPI,Mobile,Kolkata,1,123,12.34,771,No,0,19,20,7,Thursday,0,3.0056726094003245,0.15953307392996108
T101348,CUST1953,2023-05-03 02:12:00,351.53,Electronics,UPI,Mobile,Delhi,0,188,42.66,1863,No,0,2,3,5,Wednesday,0,8.240271917487107,0.10091250670960816
T101349,CUST5164,2023-08-05 00:58:00,3.27,Grocery,NetBanking,Mobile,Delhi,1,37,20.97,1539,No,0,0,5,8,Saturday,1,0.15593705293276108,0.024041585445094216
T101350,CUST3325,2023-06-19 10:35:00,161.41,Fashion,Debit Card,Mobile,Bengaluru,0,61,388.85,1272,No,0,10,19,6,Monday,0,0.4150957952938151,0.0479559748427673
T101351,CUST9473,2023-11-29 01:11:00,69.15,Grocery,PayPal,Mobile,Mumbai,0,96,49.09,723,No,1,1,29,11,Wednesday,0,1.4086371969851295,0.13278008298755187
T101352,CUST2701,2023-05-10 11:41:00,46.19,Health,NetBanking,POS,Delhi,0,120,18.35,1331,No,0,11,10,5,Wednesday,0,2.5171662125340597,0.09015777610818933
T101353,CUST7531,2024-02-13 14:43:00,103.35,Electronics,NetBanking,Desktop,Hyderabad,0,181,82.24,286,No,0,14,13,2,Tuesday,0,1.2566877431906616,0.6328671328671329
T101354,CUST2041,2024-02-05 16:08:00,53.35,Entertainment,UPI,Mobile,Hyderabad,0,12,160.08,1357,No,0,16,5,2,Monday,0,0.33327086456771615,0.008843036109064112
T101355,CUST8611,2023-06-13 10:46:00,165.35,Travel,Credit Card,Desktop,Delhi,0,122,237.7,72,No,0,10,13,6,Tuesday,0,0.6956247370635255,1.6944444444444444
T101356,CUST5588,2023-07-14 03:09:00,184.77,Health,PayPal,Mobile,Delhi,0,35,42.05,899,Yes,0,3,14,7,Friday,0,4.394054696789537,0.0389321468298109
T101357,CUST1953,2023-09-09 01:04:00,43.82,Entertainment,Credit Card,Mobile,Bengaluru,0,67,254.5,945,No,0,1,9,9,Saturday,1,0.17218074656188606,0.07089947089947089
T101358,CUST5258,2023-05-07 06:59:00,25.93,Travel,PayPal,POS,Chennai,0,38,131.55,1583,No,0,6,7,5,Sunday,1,0.19711136450019,0.024005053695514846
T101359,CUST3348,2023-11-03 00:46:00,71.79,Utilities,Debit Card,Desktop,Bengaluru,0,24,144.44,1763,No,0,0,3,11,Friday,0,0.49702298532262534,0.013613159387407828
T101360,CUST6341,2023-06-27 05:27:00,194.76,Health,UPI,Desktop,Chennai,0,81,412.73,1742,No,1,5,27,6,Tuesday,0,0.47188234438979476,0.04649827784156142
T101361,CUST9533,2023-08-26 22:43:00,18.92,Utilities,Debit Card,POS,Hyderabad,0,168,493.59,617,No,0,22,26,8,Saturday,1,0.03833140865900849,0.27228525121555913
T101362,CUST4499,2023-06-23 11:05:00,78.03,Fashion,NetBanking,POS,Chennai,0,193,237.29,942,No,0,11,23,6,Friday,0,0.3288381305575456,0.20488322717622082
T101363,CUST9239,2023-03-18 00:17:00,79.88,Grocery,UPI,Desktop,Bengaluru,0,185,167.67,1746,No,0,0,18,3,Saturday,1,0.47641199976143617,0.10595647193585338
T101364,CUST6006,2023-03-27 18:04:00,105.67,Food,NetBanking,Mobile,Delhi,0,72,466.41,1203,No,0,18,27,3,Monday,0,0.22656032246306895,0.059850374064837904
T101365,CUST6696,2023-06-14 09:52:00,11.29,Grocery,Debit Card,Mobile,Chennai,0,79,255.22,623,No,0,9,14,6,Wednesday,0,0.044236345114019276,0.12680577849117175
T101366,CUST2042,2023-02-28 18:57:00,100.65,Electronics,PayPal,Desktop,Bengaluru,0,114,367.87,1063,No,0,18,28,2,Tuesday,0,0.27360208769402233,0.10724365004703669
T101367,CUST6746,2023-12-14 21:12:00,191.78,Utilities,NetBanking,Mobile,Hyderabad,0,45,212.73,821,No,0,21,14,12,Thursday,0,0.9015183566022659,0.05481120584652863
T101368,CUST8541,2023-06-01 08:18:00,15.85,Entertainment,Credit Card,POS,Pune,0,125,109.25,241,No,0,8,1,6,Thursday,0,0.14508009153318077,0.5186721991701245
T101369,CUST3635,2023-11-13 21:18:00,21.7,Food,PayPal,POS,Chennai,0,96,330.89,1705,No,0,21,13,11,Monday,0,0.06558070657922573,0.0563049853372434
T101370,CUST4775,2024-01-02 22:05:00,284.33,Travel,PayPal,POS,Hyderabad,1,13,335.77,1313,No,0,22,2,1,Tuesday,0,0.8467998927837508,0.009900990099009901
T101371,CUST3378,2023-12-05 07:48:00,15.97,Utilities,Debit Card,Desktop,Hyderabad,0,110,235.49,1991,No,0,7,5,12,Tuesday,0,0.06781604314408256,0.055248618784530384
T101372,CUST8430,2023-03-19 02:50:00,154.14,Fashion,Debit Card,Desktop,Mumbai,0,6,142.28,1435,No,0,2,19,3,Sunday,1,1.0833567613157153,0.004181184668989547
T101373,CUST7261,2023-01-12 11:57:00,54.23,Fashion,UPI,Desktop,Pune,0,97,417.59,1442,No,0,11,12,1,Thursday,0,0.12986422088651547,0.06726768377253814
T101374,CUST4538,2023-09-26 02:23:00,22.72,Utilities,UPI,Mobile,Chennai,0,71,144.91,951,No,0,2,26,9,Tuesday,0,0.15678697122351803,0.07465825446898001
T101375,CUST5394,2023-02-04 10:47:00,163.68,Utilities,Credit Card,Desktop,Bengaluru,0,47,332.92,1793,No,0,10,4,2,Saturday,1,0.491649645560495,0.026213050752928055
T101376,CUST4830,2023-09-20 11:48:00,47.15,Utilities,PayPal,Desktop,Chennai,0,93,198.15,365,No,0,11,20,9,Wednesday,0,0.2379510471864749,0.2547945205479452
T101377,CUST6820,2023-12-05 23:10:00,57.86,Travel,Credit Card,POS,Chennai,0,101,241.52,1058,No,0,23,5,12,Tuesday,0,0.23956608148393507,0.09546313799621928
T101378,CUST3034,2023-07-30 22:07:00,35.61,Electronics,Credit Card,Mobile,Pune,1,44,113.59,951,No,0,22,30,7,Sunday,1,0.3134959063297825,0.046267087276550996
T101379,CUST5386,2023-07-09 22:47:00,71.91,Travel,Debit Card,Mobile,Kolkata,0,32,328.25,112,No,0,22,9,7,Sunday,1,0.21907083015993906,0.2857142857142857
T101380,CUST1550,2023-04-27 11:59:00,14.28,Health,Credit Card,POS,Hyderabad,0,3,120.65,1059,No,0,11,27,4,Thursday,0,0.11835888934935763,0.0028328611898017
T101381,CUST2015,2023-02-20 18:53:00,39.69,Entertainment,Credit Card,Mobile,Hyderabad,0,182,248.0,181,No,0,18,20,2,Monday,0,0.16004032258064516,1.0055248618784531
T101382,CUST2941,2023-03-28 19:10:00,278.97,Utilities,NetBanking,Desktop,Hyderabad,0,84,170.95,1788,No,0,19,28,3,Tuesday,0,1.6318806668616557,0.04697986577181208
T101383,CUST8404,2023-12-12 23:56:00,23.89,Entertainment,UPI,Mobile,Hyderabad,0,166,482.17,1234,No,0,23,12,12,Tuesday,0,0.04954684032602609,0.13452188006482982
T101384,CUST2514,2023-11-26 09:33:00,85.54,Electronics,UPI,POS,Pune,0,4,491.29,1828,No,0,9,26,11,Sunday,1,0.1741130493191394,0.002188183807439825
T101385,CUST3802,2023-11-30 05:58:00,31.47,Food,PayPal,Mobile,Bengaluru,0,145,379.21,1831,No,0,5,30,11,Thursday,0,0.08298831781862293,0.07919169852539595
T101386,CUST4225,2023-03-11 20:44:00,118.79,Travel,UPI,POS,Delhi,0,165,492.12,1220,No,0,20,11,3,Saturday,1,0.24138421523205722,0.13524590163934427
T101387,CUST8219,2023-05-28 18:40:00,11.22,Electronics,PayPal,Desktop,Mumbai,0,88,65.64,1523,No,0,18,28,5,Sunday,1,0.17093235831809872,0.05778069599474721
T101388,CUST5995,2023-04-06 07:29:00,280.05,Entertainment,NetBanking,Desktop,Kolkata,0,106,496.24,107,No,0,7,6,4,Thursday,0,0.5643438658713525,0.9906542056074766
T101389,CUST9321,2024-01-06 03:47:00,48.38,Food,UPI,POS,Kolkata,0,105,60.74,441,No,0,3,6,1,Saturday,1,0.7965097135330919,0.23809523809523808
T101390,CUST3301,2023-06-09 07:06:00,21.54,Travel,NetBanking,Desktop,Hyderabad,0,36,213.57,1607,No,0,7,9,6,Friday,0,0.10085686191880883,0.0224019912881145
T101391,CUST4822,2023-11-21 11:34:00,6.11,Fashion,UPI,Desktop,Hyderabad,0,58,127.08,1627,No,0,11,21,11,Tuesday,0,0.0480799496380233,0.03564843269821758
T101392,CUST2082,2023-11-30 14:49:00,14.88,Travel,UPI,Mobile,Mumbai,0,169,477.38,410,No,0,14,30,11,Thursday,0,0.031170136997779548,0.4121951219512195
T101393,CUST8265,2023-09-28 04:46:00,58.68,Grocery,NetBanking,Desktop,Hyderabad,0,8,321.54,977,No,1,4,28,9,Thursday,0,0.1824967344653853,0.008188331627430911
T101394,CUST8114,2023-08-03 07:07:00,32.88,Travel,Credit Card,POS,Delhi,1,195,302.59,819,No,0,7,3,8,Thursday,0,0.10866188571995111,0.23809523809523808
T101395,CUST5637,2023-07-13 13:46:00,141.23,Grocery,Credit Card,Desktop,Kolkata,0,158,498.74,342,No,0,13,13,7,Thursday,0,0.2831735974656133,0.4619883040935672
T101396,CUST1452,2023-07-06 14:00:00,45.09,Food,Credit Card,Mobile,Chennai,0,86,310.09,893,No,0,14,6,7,Thursday,0,0.14540939727175983,0.09630459126539753
T101397,CUST1618,2024-01-07 14:40:00,22.88,Travel,Credit Card,POS,Mumbai,0,180,326.62,424,No,0,14,7,1,Sunday,1,0.07005082358704304,0.42452830188679247
T101398,CUST9502,2023-05-02 16:03:00,76.81,Food,UPI,Desktop,Kolkata,0,97,31.94,1963,No,0,16,2,5,Tuesday,0,2.404821540388228,0.049414161996943456
T101399,CUST6196,2023-12-17 12:53:00,98.15,Food,Debit Card,Desktop,Bengaluru,0,153,430.93,572,No,0,12,17,12,Sunday,1,0.22776320980205603,0.2674825174825175
T101400,CUST1696,2023-12-12 23:00:00,14.62,Entertainment,NetBanking,Desktop,Kolkata,0,180,485.34,33,No,0,23,12,12,Tuesday,0,0.030123212593233608,5.454545454545454
T101401,CUST1222,2023-12-16 22:34:00,14.68,Electronics,Debit Card,POS,Mumbai,0,59,480.55,138,No,0,22,16,12,Saturday,1,0.030548330038497554,0.427536231884058
T101402,CUST7247,2024-01-23 07:25:00,2.99,Food,Debit Card,Mobile,Delhi,1,30,118.34,947,No,0,7,23,1,Tuesday,0,0.025266182186919048,0.03167898627243928
T101403,CUST5528,2023-08-24 21:20:00,106.67,Food,PayPal,POS,Pune,0,101,120.7,915,No,0,21,24,8,Thursday,0,0.8837613918806959,0.11038251366120219
T101404,CUST9880,2023-02-19 13:03:00,87.21,Entertainment,Credit Card,POS,Bengaluru,0,67,189.36,122,No,0,13,19,2,Sunday,1,0.46055133079847904,0.5491803278688525
T101405,CUST4245,2023-10-24 15:18:00,51.49,Entertainment,UPI,Mobile,Chennai,0,132,162.0,1152,No,0,15,24,10,Tuesday,0,0.3178395061728395,0.11458333333333333
T101406,CUST4937,2023-09-28 02:12:00,148.72,Travel,Credit Card,POS,Hyderabad,0,93,159.75,221,No,0,2,28,9,Thursday,0,0.9309546165884194,0.42081447963800905
T101407,CUST7452,2024-02-15 22:14:00,131.06,Entertainment,Credit Card,POS,Mumbai,0,185,306.56,362,No,0,22,15,2,Thursday,0,0.42751826722338204,0.511049723756906
T101408,CUST2047,2024-01-09 16:23:00,70.43,Travel,Debit Card,Desktop,Bengaluru,0,63,404.75,1265,No,0,16,9,1,Tuesday,0,0.1740086473131563,0.04980237154150197
T101409,CUST5166,2023-08-23 04:02:00,162.16,Fashion,PayPal,POS,Mumbai,0,32,469.02,1648,No,1,4,23,8,Wednesday,0,0.3457421858342928,0.019417475728155338
T101410,CUST8715,2023-01-31 23:28:00,18.44,Entertainment,Credit Card,Desktop,Chennai,0,87,43.25,1260,No,0,23,31,1,Tuesday,0,0.4263583815028902,0.06904761904761905
T101411,CUST6016,2023-06-08 22:46:00,9.5,Electronics,NetBanking,POS,Mumbai,0,51,146.21,656,No,0,22,8,6,Thursday,0,0.06497503590725669,0.07774390243902439
T101412,CUST3753,2023-04-16 02:19:00,25.15,Food,NetBanking,Desktop,Kolkata,0,63,134.96,1015,No,0,2,16,4,Sunday,1,0.18635151155898041,0.06206896551724138
T101413,CUST8675,2024-01-13 20:49:00,4.7,Electronics,Credit Card,Desktop,Kolkata,0,80,185.15,1817,No,0,20,13,1,Saturday,1,0.025384823116392115,0.04402861860209136
T101414,CUST3089,2023-11-18 15:40:00,60.6,Grocery,Debit Card,Desktop,Bengaluru,0,87,217.92,602,No,0,15,18,11,Saturday,1,0.27808370044052866,0.14451827242524917
T101415,CUST8709,2023-07-25 14:34:00,220.67,Utilities,Debit Card,Mobile,Delhi,0,110,200.69,385,No,0,14,25,7,Tuesday,0,1.099556529971598,0.2857142857142857
T101416,CUST5895,2024-02-04 21:45:00,3.21,Entertainment,UPI,POS,Pune,0,101,476.55,1955,No,0,21,4,2,Sunday,1,0.006735914384639597,0.05166240409207161
T101417,CUST3146,2023-11-13 07:38:00,10.42,Food,PayPal,POS,Bengaluru,1,129,224.19,1306,No,1,7,13,11,Monday,0,0.046478433471608904,0.09877488514548238
T101418,CUST6112,2023-01-03 13:44:00,48.15,Electronics,Debit Card,POS,Mumbai,0,19,280.28,620,No,0,13,3,1,Tuesday,0,0.17179249322106466,0.03064516129032258
T101419,CUST6117,2024-01-10 08:01:00,217.3,Entertainment,UPI,Mobile,Chennai,0,101,376.83,225,No,0,8,10,1,Wednesday,0,0.5766526019690578,0.4488888888888889
T101420,CUST8690,2023-12-01 09:34:00,30.4,Entertainment,NetBanking,Desktop,Kolkata,1,163,365.29,291,No,1,9,1,12,Friday,0,0.08322155000136877,0.5601374570446735
T101421,CUST2285,2023-08-26 22:45:00,56.62,Utilities,NetBanking,POS,Hyderabad,0,191,295.65,351,No,0,22,26,8,Saturday,1,0.1915102316928801,0.5441595441595442
T101422,CUST5279,2023-03-09 12:47:00,3.4,Fashion,NetBanking,Mobile,Hyderabad,1,94,431.81,449,No,0,12,9,3,Thursday,0,0.007873833398948612,0.20935412026726058
T101423,CUST7219,2023-12-19 10:50:00,12.85,Fashion,Credit Card,Mobile,Chennai,0,81,315.85,1551,No,0,10,19,12,Tuesday,0,0.04068386892512268,0.05222437137330754
T101424,CUST5609,2023-09-15 02:58:00,345.18,Food,PayPal,POS,Mumbai,0,103,438.63,1964,No,0,2,15,9,Friday,0,0.7869502769988374,0.05244399185336049
T101425,CUST4353,2023-10-27 19:17:00,268.46,Grocery,UPI,Desktop,Pune,0,113,158.36,361,No,0,19,27,10,Friday,0,1.6952513260924473,0.31301939058171746
T101426,CUST6558,2023-11-30 12:32:00,0.4,Fashion,PayPal,Mobile,Chennai,0,154,74.69,1349,No,0,12,30,11,Thursday,0,0.0053554692729950466,0.11415863602668644
T101427,CUST9826,2023-01-18 08:03:00,242.61,Utilities,Credit Card,POS,Mumbai,0,13,411.57,1289,No,0,8,18,1,Wednesday,0,0.5894744514906335,0.01008533747090768
T101428,CUST5227,2023-04-18 22:00:00,81.54,Fashion,UPI,Desktop,Bengaluru,0,118,197.43,710,No,0,22,18,4,Tuesday,0,0.4130071417717672,0.16619718309859155
T101429,CUST3002,2023-06-06 19:51:00,161.95,Grocery,UPI,Mobile,Pune,0,86,329.03,36,No,0,19,6,6,Tuesday,0,0.4922043582652038,2.388888888888889
T101430,CUST5835,2023-03-18 10:52:00,48.52,Electronics,Debit Card,Mobile,Delhi,0,23,371.28,563,No,0,10,18,3,Saturday,1,0.13068304244774834,0.04085257548845471
T101431,CUST7330,2024-02-15 21:36:00,57.99,Fashion,PayPal,POS,Mumbai,0,107,170.09,101,No,0,21,15,2,Thursday,0,0.34093715092010113,1.0594059405940595
T101432,CUST2069,2023-02-20 11:51:00,53.69,Utilities,PayPal,POS,Hyderabad,0,163,257.53,1553,No,0,11,20,2,Monday,0,0.20848056537102475,0.10495814552479073
T101433,CUST5047,2023-02-04 16:21:00,87.94,Travel,Debit Card,Desktop,Hyderabad,0,12,448.51,647,No,0,16,4,2,Saturday,1,0.19607143653430248,0.01854714064914992
